[2026-03-19 08:52:13,492] INFO     [logger] --- Début du scan : Analyse WiFi ---
[2026-03-19 08:52:13,813] INFO     [logger] WiFi analysé : SSID=, Sécurité=
[2026-03-19 08:52:13,813] INFO     [logger] --- Fin du scan : Analyse WiFi (durée: 0.32s) ---
[2026-03-19 08:52:13,814] INFO     [logger] --- Début du scan : Découverte des hôtes ---
[2026-03-19 08:52:13,838] WARNING  [logger] Détection automatique échouée, utilisation de 192.168.1.0/24
[2026-03-19 08:52:13,838] INFO     [logger] Scan du réseau : 192.168.1.0/24
[2026-03-19 08:52:13,872] INFO     [logger] 1 hôte(s) dans la table ARP
[2026-03-19 08:52:13,881] INFO     [logger] Ping sweep de 254 IPs...
[2026-03-19 08:52:56,121] INFO     [logger] Hôte découvert : 172.20.10.1 MAC=CE:C9:5D:59:BC:64
[2026-03-19 08:52:56,122] INFO     [logger] Hôte découvert : 192.168.1.94
[2026-03-19 08:52:56,129] INFO     [logger] Hôte découvert : 192.168.1.170
[2026-03-19 08:52:56,129] INFO     [logger] Hôte découvert : 192.168.1.120
[2026-03-19 08:52:56,130] INFO     [logger] Hôte découvert : 192.168.1.74
[2026-03-19 08:52:56,130] INFO     [logger] Hôte découvert : 192.168.1.159
[2026-03-19 08:52:56,130] INFO     [logger] Hôte découvert : 192.168.1.105
[2026-03-19 08:52:56,130] INFO     [logger] Hôte découvert : 192.168.1.41
[2026-03-19 08:52:56,131] INFO     [logger] Hôte découvert : 192.168.1.166
[2026-03-19 08:52:56,131] INFO     [logger] Hôte découvert : 192.168.1.71
[2026-03-19 08:52:56,131] INFO     [logger] Hôte découvert : 192.168.1.146
[2026-03-19 08:52:56,131] INFO     [logger] Hôte découvert : 192.168.1.136
[2026-03-19 08:52:56,131] INFO     [logger] Hôte découvert : 192.168.1.169
[2026-03-19 08:52:56,131] INFO     [logger] Hôte découvert : 192.168.1.141
[2026-03-19 08:52:56,132] INFO     [logger] Hôte découvert : 192.168.1.49
[2026-03-19 08:52:56,132] INFO     [logger] Hôte découvert : 192.168.1.182
[2026-03-19 08:52:56,132] INFO     [logger] Hôte découvert : 192.168.1.140
[2026-03-19 08:52:56,132] INFO     [logger] Hôte découvert : 192.168.1.63
[2026-03-19 08:52:56,132] INFO     [logger] Hôte découvert : 192.168.1.156
[2026-03-19 08:52:56,133] INFO     [logger] Hôte découvert : 192.168.1.181
[2026-03-19 08:52:56,133] INFO     [logger] Hôte découvert : 192.168.1.144
[2026-03-19 08:52:56,133] INFO     [logger] Hôte découvert : 192.168.1.139
[2026-03-19 08:52:56,133] INFO     [logger] Hôte découvert : 192.168.1.104
[2026-03-19 08:52:56,133] INFO     [logger] Hôte découvert : 192.168.1.87
[2026-03-19 08:52:56,134] INFO     [logger] Hôte découvert : 192.168.1.147
[2026-03-19 08:52:56,134] INFO     [logger] Hôte découvert : 192.168.1.86
[2026-03-19 08:52:56,134] INFO     [logger] Hôte découvert : 192.168.1.40
[2026-03-19 08:52:56,134] INFO     [logger] Hôte découvert : 192.168.1.60
[2026-03-19 08:52:56,134] INFO     [logger] Hôte découvert : 192.168.1.119
[2026-03-19 08:52:56,134] INFO     [logger] Hôte découvert : 192.168.1.117
